"","link","usernames","user_locations","ratings","dates","text"
"93","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=90&sort_by=date_asc","Emily K.","Lexington, KY",3,2017-08-30,"This was my favorite Mexican restaurant to go to for a delicious dinner when I lived in Upper Arlington. I like to visit El Vaq each time I'm back home, but the past few experiences have not been great. Both times I have been there with my family, we ordered cheese dip with our drink orders. Both times the waiters forgot to bring our cheese dip until we reminded them when ordering our meals. The last visit, my sister ordered a pitcher of the Patron Margaritas. When they came out, we could barely even taste the extra Patron in them. When we mentioned this to the waiter, he was kind enough to bring a 'shot' of Patron to add to the pitcher. At least this addition brought out a little of the tequila flavor and not just the sour mix flavor. I ordered the tacos and they were delicious!! I think they were the Tacos de Pollo Marinado. They had chicken, cilantro and feta cheese on a corn tortilla, with a side of black beans. Highly suggest these new tacos that are offered on the menu. They are definitely a step up from the chicken fajitas I used to order! I'm hoping I've just visited El Vaq on their ""off nights"" or new wait staff. I will definitely keep coming back when I'm in town, just because it's tradition to get El Vaq with my family. But I'm hoping they step up their game sometime soon and go back to the old El Vaq ways with stellar service!"
"94","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=90&sort_by=date_asc","Kly B.","Columbus, OH",1,2017-09-27,"Ordered take out. Got it home. They forgot several items. Called them and had to drive all the way back. They didn't even offer to comp anything. Are you serious??! I won't be back."
"95","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=90&sort_by=date_asc","Kim K.","Columbus, OH",2,2018-01-14,"I've been to this location several times, dining in and take out. I have to say the service is very quick to get your food. BUT lately it has not been very good, especially when ordering take out. The last 3 times I have placed an order it has been wrong and found out when I was home and not when I was still there. Once was the completely wrong entree, and the other times have been the wrong as ordering no beans or additional cheese sauce. They gave beans in the burrito and red sauce instead of the additional cheese sauce. I will say I may only visit this place as dining in to quickly correct a wrong order and will NEVER again use their carry out."
"96","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=90&sort_by=date_asc","Bob A.","Dublin, OH",1,2018-04-11,"This felt like a fast food place trying to be a full service restaurant. The service was really poor. Waiter not giving us the time of day. Margaritas were watered down. Food was clearly made in advance. We had our food within 5 min of when we ordered. Obviously nuked!!  Won't be back."
"97","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=90&sort_by=date_asc","Marissa N.","Columbus, OH",5,2018-04-21,"THE SPOT for good, quick Mexican. I've been going here for years and I'll keep going back. Chips and salsa and guac and queso ALWAYS ALWAYS"
"98","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=90&sort_by=date_asc","Sam N.","Columbus, OH",5,2018-05-19,"So yummy!! Delicious, affordable, and SO FAST!! We got seated immediately, even on a busy Friday night. The chips & salsa were very good. The food was excellent, and the portions are HUGE! We both came home with boxes. The staff and service is always terrific here. All major credit cards are accepted!"
"99","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=90&sort_by=date_asc","Katie M.","Columbus, OH",2,2018-07-10,"Used to love their margaritas, so I ordered a pitcher of them to share last Saturday.  Very little, if any, alcohol in them this time, and even after sending them back, it was like drinking lemonade.  Have had better."
"100","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=90&sort_by=date_asc","Mary M.","Columbus, OH",1,2018-07-11,"Ehhhhhh I have had way better food. The ground beef was grey...it gave me pause and I actively started planning a sick day from work as I stopped eating. Cute patio but man, tough to eat here with confidence."
"101","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=100&sort_by=date_asc","Brian M.","Hudson, OH",5,2018-07-23,"What find after a visit to Ohio State.  It does not look like much from the outside but we saw that there where a good amount of cars in the parking lot.  We were seated quickly and given a basket of warm nachos with homemade salsa.  The salsa had just the right spice to make ever bite memorable.I ordered the burrito and taco lunch combo with Mexican rice.  A nice lunch portion although I could have eaten more.  The chicken was seasoned nicely and the beef taco was equally as good.   Service was fast the bill was surprisingly low for three of us.Highly recommended."
"102","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=100&sort_by=date_asc","Pascha S.","Chicago Heights, IL",5,2018-07-26,"The food was awesome and the service was fast. The servers were all hospitable and extremely friendly. I'm sure I will revisit before I leave Monday and truly recommend!"
"103","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=100&sort_by=date_asc","Tyne B.","Columbus, OH",1,2018-08-14,"Absolute trash. I had a Chile Relano and it was not even fried. THAT IS THE DEFINITION OF A CHILE RELANO. WTF This isn't Mexican food and my S/o's order was not only wrong but tasted so bad we couldn't even eat our meals. The serving staff asked if we wanted something different but really should have let us talk to the manager because this was TERRIBLE. I lived in California and trust me THIS IS NOT MEXICAN FOOD. Do not go here or you will be disappointed."
"104","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=100&sort_by=date_asc","Rachael R.","Polaris South, Columbus, OH",1,2018-08-15,"I ordered a chicken quesadilla and it was full of retried beans and zero chicken: what a lazy way to make a quesadilla and stretch no chicken. I would give you a zero but it's not an option . Wish I would've went to Taco Bell."
"105","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=100&sort_by=date_asc","Alex M.","Hilliard, OH",5,2018-09-02,"My family has been going here since before I was even a thought. This place has he best food, the best service, and the best people. Easily the best restaurant in town. The food has come out in literally 5 minutes before they cook it that fast! Everything is always hot and delicious 10/10 would recommend the taco salad or the flautas!"
"106","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=100&sort_by=date_asc","Tori R.","Columbus, OH",1,2018-09-05,"TLDR: we were huge fans until our credit card information was stolen from this restaurant.The longer version: we've been eating at el vaquero for years. A few months ago, my friend had her credit card number stolen right after eating here, but she wasn't 100% sure it was stolen from vaquero. Last weekend, my partner's credit card information was also stolen from this restaurant, with the same pattern; about ten minutes after we checked out, $300 was withdrawn from an ATM in Upper Arlington, followed by a large purchase at Kroger. We hadn't made any other purchases that day When I called the restaurant to inform them that their restaurant might not be secure, the assistant manager refused to take any action and was extremely rude to me. We've filed a report with their corporate office and are looking into filing a police report as well. Unfortunately, management isn't interested in protecting their customers. If you do eat here, make sure you pay cash."
"107","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=100&sort_by=date_asc","Chris M.","Columbus, OH",5,2018-09-08,"We love El Vaquero.  This is our family go to restaurant.  We know the staff for years.  They are all great, polite, attentive and super fast.  I don't understand negative reviews.  Our family joke is we park and they have started our food so when we sit down it is pipping hot. Our kids have grown up eating here and now bring their high school/college buddies here when they are in town.  Chips and salsa appear as you sit down.  Amazing jumbo margaritas.  I always get something different every time we come her weekly.  When you order here use the number.  They will customize your food to what specifically that the picky eaters.  Fajitas are always so sizzling hot we make smoke signals every time.  Get the giant black caldron if you are super hungry.  Several meats and veggies and cheese in a giant black cauldron pot served at table.  We love 79 chicken taco salad. Quest dip is great.  If you are in a hurry and need a quick place to eat.. el vaq is the place.  More restaurants need to care as much as they do.  No one that works here is a slacker.  Watch how fast they bus the tables and clean them.  It is like The Indianapolis 500 pit crew of table cleaners.  Patio is great as the doors can open when it is nice out or be closed with AC or heat.  Always busy!!  If you have to wait it is under 10 minutes always.  We have been here when mariachi bands are here on special celebrations.  Cinco de mayo is always a blast here.  It is great any day and that is why we are family regulars and we always bring guests here with us.   Great place, great people, great atmosphere.  Don't let the internet trolls sway you away.  I personally have eaten here for the full 25 years before I knew my husband. They are so good!!! We love El Vaquero!!! We need to be in the commercials!!!!"
"108","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=100&sort_by=date_asc","Komal T.","Columbus, OH",5,2018-12-06,"This is my favorite mexican restaurant now! Everything here was amazingly delicious. Chips are complementary, the salsa is well balanced and delicious! I got the chicken tacos with a side of rice. Yum yum  i was super happy about it. The chicken n feta cheese have a happy marriage going on there. And the rice did not disappoint in the least bit. Highly recommend this place. Going back very soon"
"109","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=100&sort_by=date_asc","Sue D.","Columbus, OH",3,2018-12-27,"Ordered take out for lunch yesterday. I ordered the chicken chimichanga with yellow Spanish rice and black beans. I must say, the lunch specials are a good deal. Little over $8 for a nice portion of food including a large bag of chips and some salsa. As for the food, it's ok...a bit bland for my liking. The quac was really good. Chicken definitely needed more seasoning in the chimi. Not terrible, but just ok."
"110","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=100&sort_by=date_asc","Stacy S.","Lincoln Park, Chicago, IL",5,2019-04-19,"Amazing. Inexpensive but not at a cost for good food or service. Will always come here. Great staff."
"111","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=110&sort_by=date_asc","Sarah S.","Hilliard, OH",4,2019-07-07,"El Vaquero is my BF's favorite Mexican chain and we have went multiple times to the one in Hilliard and I always had a horrible experience and gave up on going there. After the start of a new job, all of my coworkers took me out to this location....and boy what a difference! The service was very fast and accurate. All of the food came out hot. I tend to order the same thing every time, as I really love pozole. This is definitely the best tasting location that I've eaten at and this will be our new location as of now."
"112","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=110&sort_by=date_asc","Adi E.","Columbus, OH",2,2019-08-21,"I've been going to El Vaquero around Columbus for 20+ years. This location, mainly for the past 15. I always order Pollo Ranchero or #141 with shredded chicken and corn tortillas. This is my all time, absolute favorite dish. I am so disappointed tho because about one year ago I noticed the portion was smaller (same price!). And now the last two times I've gotten carry out, not only is the portion still smaller than it used to be, there was hardly any chicken in the sauce! The dish is almost $14. This is my go to. Please make sure you correct this. I'm taking a break from my beloved El Vaq in the meantime."
"113","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=110&sort_by=date_asc","Manuel V.","Davis, CA",5,2019-09-13,"I'm from California and I love this place!  Make sure to have chelino is a great server.  This place is legit and all about the customer! A must try if you want good food and service"
"114","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=110&sort_by=date_asc","Gary H.","Columbus, OH",5,2019-09-26,"Just got back in Columbus from a motorcycle trip through TN, KY, VA, and GA.  Tried Mexican food in each state, nothing compared to el vaquero.  In fact, after a 9 hour ride back home I went to my favorite El Vaquero on Riverside Drive before I went home.  Great food and margaritas!"
"115","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=110&sort_by=date_asc","Arnold F.","UPPER ARLNGTN, OH",5,2019-09-29,"I come here often and can say that this is a great place to eat and drink. The margarita are great! The staff is always attentive and el Jefe is consistent about making sure his guests are satisfied! Definitely recommend to anyone who is looking for great food, margarita, and service!"
"116","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=110&sort_by=date_asc","Phil O.","Oceans Condo, Daytona Beach, FL",5,2019-10-21,"Never thought I would be a fan of Mexican food.  Their flautas with rice and beans have me hooked.  We eat there almost every week.  The servers, especially Lizbeth, are fast and efficient.  The lunch time specials   treat your budget kindly."
"117","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=110&sort_by=date_asc","M Todd B.","Columbus, OH",5,2019-10-21,"El Vaq on 33/Riverside Dr is the perfect neighborhood Mexican restaurant. Sergio, Fernando, Chelino and staff are always focused on your comfort and satisfaction. Let's get to the important item, the margaritas are outstanding- ample lime juice and plenty of tequila. The Texas is my staple and has a robust kick. For starters the table salsa is always fresh and flavorful- you can ask for the hot salsa but be prepared for a firey batch- have cold libation on stand by. Queso is always spot on- I prefer w grilled and salted jalepenos. The standards like fajitas and buritto are well portioned and just as you'd expect."
"118","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=110&sort_by=date_asc","Miranda S.","Northland, Columbus, OH",4,2019-12-13,"This was my first visit. My meal was very good and service was great. I'll likely be coming back here again. I got a beef burrito with cheese. The food came out really fast which was appreciated as I was really hungry. Great place!"
"119","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=110&sort_by=date_asc","Kurt Y.","Columbus, OH",4,2020-02-03,"Just came back after a nice response from management from my previous post/rating. Something has changed as I felt like an appreciated customer. Food & service was fantastic & I am grateful to return more on a regular basis. Big shout to management for responding & working with staff"
"120","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=110&sort_by=date_asc","Alex Z.","Columbus, OH",5,2020-02-21,"Let me just say this...Eric is by far the best!!!!! El Vaquero in general is a scrumptious Mexican place. However, if Eric is your server...you're simply in luck! He's attentive, polite and also very good looking (so says my friend Molly). Anyhow! Adios!"
"121","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=120&sort_by=date_asc","Robbin H.","Columbus, OH",5,2020-02-22,"Chelino, Rorro, and Fernando ROCK! Stop in for National Margarita Day and have their new organic Viva Agave Margarita! Never disappointed with this place!"
"122","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=120&sort_by=date_asc","Shannon C.","Columbus, OH",5,2020-03-04,"This place has stepped up their game BIGTIME and I am impressed. Came in alone tonight. The service from everyone was GREAT and the carnitas tacos were phenomenal.  Perfect honestly. Love the mango pineapple salsa on top. And LOVE how they slightly grill their corn tortillas. Small details like this make all the difference.  Also ordered a skinny margarita on happy hour. It was fantastic.  So happy this place is so close and so delicious these days. Will be back soon!!!"
"123","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=120&sort_by=date_asc","Richelle N.","Columbus, OH",1,2020-03-14,"I've been going to this El Vaq for an easy decade. Everyone that goes to El Vaquero knows it's mediocre food and the service depends on the location. On the weekends we go because it's one of few restaurants that has a 4-8 happy hour even on Saturday and Sunday. As usual the service and food was...fine. You get what you pay for and that's the reason for this review. I will actually not be returning to this El Vaq based on the level of BS I just experienced. First. Standard mediocre service and food. Fine, no problem. Actually, it's kid coronavirus scare and I'm tipping extra these days bc I'm not sick and I feel for local companies. I'm there with my sister. Her husband just lost his job amidst this and I bought them dinner the other night elsewhere. Because El Vaq insists on still not giving separate checks even though we asked for them my sister checks out separately bc she has to get home to her baby. She pays for my full meal except a cheese dip. Naturally I'm not happy she did that because she should not be spending money. When I get to the register to pay for one cheese dip that charge me for my margaritas. That's my sister paid for. I call her on speaker, she had to leave to be with said baby, she repeats what she paid for. The woman/young lady taking money is the same person. She's rude about it. Insists she did not ask for that. He bill was well over $50. Do I mind paying for my food?! He'll no! The whole reason I'm here is to simulate the economy. Am I posed I'm being double charged especially when my sister who can't afford it already paid for it and I'm being treated rudely? Uh yeah Kim Jong Un... way to take advantage of your loyal customers. I asked for a receipt. Of course they say things like liquor 1 and food 2. Cool, this is absolutely useless. I we t out today to a favorite mediocre restaurant to stimulate the economy and help them as well as see my sister. I left treated like a moron, definitely paid twice for my drinks and my sister of all people should be doing that. On top of it, the rudeness was unprecedented. I won't be returning to this location. And imagine...just let us have separate checks. It would have never happened. Guess who I won't feel bad for in this recession...bye Felicia"
"124","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=120&sort_by=date_asc","Jena A.","Columbus, OH",1,2020-03-14,"Soooooo I will NEVER be returning to this location EVER! I just left there because I had to get home to my child and my sister and a friend were still there. When I went to pay my bill I asked to pay for my sister's drink and food as well. Before, during, and after she rang up the food I told her what I wanted to pay for THREE times. THREE! I go back to the table and tell my sister I paid for her meal but there is still a cheese dip to pay for. She was mad at me for paying but she will get over it lol. She went to pay for the one cheese dip and they started charging her friend for her margaritas that I had already paid for. Ummmmm no thank you! My sister called me and puts me on speaker to ask what I paid for, I repeated again what I asked to pay for. The lady at the register was so rude to my sister and our friend and claimed I didn't pay for those things. Well there is no way my bill would have been $53 just for me and my 10 month old that got a mini quesadilla. Not possible. So now my sister has also paid for her drinks that I already paid for. Do we mind paying if they hadn't been paid for, NO!  But I do mind that they were extremely rude and over charged us, YES! These are tough times for our economy now that we are social distancing and I thought going out tonight would help this business bring in some money. I will never be helping this location bring in money again and I suggest that you don't either because they are RUDE and DISHONEST!"
"125","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=120&sort_by=date_asc","Laura D.","Marysville, OH",1,2020-04-17,"Disappointed every time I eat it. Keep giving it a shot ordering something new since it's the closest mexican in my neighborhood - but everything is bland, unspiced. How do you mess up mexican food???"
"126","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=120&sort_by=date_asc","Jennifer R.","Columbus, OH",4,2020-04-30,"Who knew takeout was their specialty?  We recently ordered dinner (and margaritas) online and for pickup and it was the best El Vaquero meal I have ever had!  They were running a tight ship when we arrived.  Staff was hustling, had the orders all lined up and ready to go, and everything was so organized. Really good experience.  We enjoyed the salsa trio, the mexican bowl, and the chicken enchiladas suizas.  All were tasty, and enough food to have lunch leftovers the next day.  I found out ""to-go"" margaritas are not as good as ""sitting at the bar""margaritas, but it gives me something to look forward to when we can all go to restaurants again.  As always, the best part was not having to cook or clean up on a weeknight!"
"127","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=120&sort_by=date_asc","Pete W.","Killarney, Killarney, Republic of Ireland",5,2020-05-15,"First off we love love love this place friendly staff and great service. In these times we try to support the local restaurants as much as we can. With what's going on you have to rely on ordering online. This restaurant has the absolutely worse online ordering site that I've ever been a part of. If it were not for the family insisting that we have this food tonight I would not order from this place again until we can go in and sit down. I encourage the owners of this restaurant to really take a look at there online ordering and maybe put a little money into hiring a different company. Other than that I love this place !!!!"
"128","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=120&sort_by=date_asc","Tanner H.","Cincinnati, OH",5,2020-05-16,"We ordered for delivery, and ordered from the vegetarian menu (always a plus). The food hit the spot, the house salad had a whole avocado cut up in it which was nice. The fajitas were still hot and the tortillas soft, the burrito and quesadilla were great, and the sides fresh and crisp. Highly recommend this place to anyone in the area."
"129","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=120&sort_by=date_asc","Dakota L.","Columbus, OH",5,2020-10-31,"We recently moved here from out of state, and I've been dying to try some good Mexican food. I worked at a Mexican restaurant growing up, so I was very excited to try El Vaqueros. We ordered takeout the grande burrito with carnitas (pork) along with a Mexican quesadilla with pork. They were delicious!! The burrito was huge, and super filling! It also had a little spice to it which I really liked. My girlfriends quesadilla came with 2 sides and she tried the brown & yellow rice which were both very good as well. They also gave us free chips and salsa which not all Mexican restaurants do, they usually make you pay for it! We only paid around $20 for two of us too which is incredibly affordable. Overall really really good food and we will be back!"
"130","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=120&sort_by=date_asc","Anna S.","Columbus, OH",3,2020-12-28,"3.5 stars for fast, friendly service.  The food is average and a little over priced in my opinion but the service is extremely fast and you will get your order in less than 10 minutes most times.  Free chips and salsa is provided at your table.  There are happy hour specials on margaritas.  My favorite is the pollo Adobe which is grilled chicken with melted cheese and peppers, onions and mushrooms.  The small size queso is more than enough to share for 2 people.  This location doesn't have an outdoor patio but the room with the bar has windows that open up for the summer."
"131","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=130&sort_by=date_asc","Patrick M.","Upper Arlington, OH",3,2021-02-06,"For your run of the mill Midwestern ""Mexican"" food this place is way over priced. If there were other options it would go out of business. Unfortunately for the consumer, it's here and Don Tequila for UA if you want Mexican. Be prepared to spend $20 a person. Whenever we think: ""man... Mexican sounds good"" we are deterred by the price. Find another option that costs $10 less for 2 people."
"132","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=130&sort_by=date_asc","Daniela S.","Columbus, OH",1,2021-04-27,"If I could leave ZERO stars I would . It's the only el vaquero that I would go too because other ones are trash but this one is just like the rest . I usually order shrimp inside my enchiladas instead of beans but yet this time they didn't want to do it . I recommend don tequila Mexican grill in kingsdale center and it's only 8 minutes away from this ""Mexican restaurant ""  . Terrible terrible don't understand why these vaquero restaurants are still open"
"133","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=130&sort_by=date_asc","Steve H.","Columbus, OH",1,2021-05-19,"This location has absolutely the worst take out known to man. They don't look or listen to special instructions. Doing things like this could be detrimental to peoples life or health if they have an allergy. I literally hate paying for items I didn't ask for. Pathetic honestly. I won't return, ever since this is the second screw up in a matter of a few months."
"134","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=130&sort_by=date_asc","Jay G.","Santa Maria, CA",1,2021-05-23,"Attempted to give this place my business... I asked if I could sit next to one of their windows that they can open at any time, much like yesterday when I droveBy and saw people sitting.... they told me that due to the high pollen count they couldn't open the window which is by the way in another room blocked off by a door. Came to Barrio instead and sat outside.Don't waste your time here....."
"135","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=130&sort_by=date_asc","Rachel C.","Columbus, OH",1,2021-07-11,"If I could give this place zero stars I would. The service is terrible and the food inedible. We waited about 10 minutes for someone to take a drink order. Had to ask 3 different people for a spoon for my nephew to eat his rice before we finally received one. When we got our food, the young man bringing it used a trolley and dumped our plates on the table and quickly huffed away. I ordered a ground beef enchilada, ground beef soft taco, black beans and a ""guacamole salad"".  The enchilada and taco were inedible. The meat was incredibly salty and tasted burned. The enchilada sauce was sour. The ""salad"" was old brown shredded iceberg lettuce with a glob of some really terrible store bought guacamole flung on top. I didn't bother saying anything or ordering anything else because the waiter only came back one other time after everyone was already done eating.  Also the others at my table ordered other items that were equally terrible. We waited another 10 minutes to get our check. Don't waste your money here. The food is appalling."
"136","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=130&sort_by=date_asc","Anton K.","Montville, NJ",3,2021-08-17,"My daughter wanted to dine at El Vaquero while I was visiting her in Columbus, Ohio. She would sometimes come here for lunch while attending The Ohio State University. It was a bit of a nostalgic experience for her. I do not mind Mexican cuisine sometimes, so off we went.El Vaquero like so many Mexican restaurants has an adobe look on the outside and colorful tiles on the inside of the restaurant. I personally like the uplifting feeling you get with vibrant colors. Employees were all wearing PPE attire.As far as the food is concerned, it seemed authentic, in that, I experienced a similar style of preparation when visiting Mexico but I am far from an authority on Mexican cuisine. They were playing Mexican music which I can listen to once in awhile. You have a choice of either patio or indoor dining. The menu is extensive and can be scan from a table bar code. Complimentary chips and salsa are set on the table before you order but I must say according to my taste, I have had better.  I eventually ordered a Tilapia dish and she had a burrito. Each was about $10 and inline with other Mexican restaurants, I have been to. The portion size was large.  Both of us enjoyed our meals and I have to say that the watermelon Margaritas during the discounted Happy Hour sure did help. Besides the Margaritas, the churrios were spectacular. All things considered it was a solid choice."
"137","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=130&sort_by=date_asc","Kathy F.","Bedford, TX",2,2022-01-11,"Ordered from here the other night. Asked for bean nachos. All it was was beans and stale chips. No cheese no jalapeños. Never again!"
"138","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=130&sort_by=date_asc","Anna H.","Westerville, OH",4,2022-01-28,"We used to frequent this location, for years, so I don't know why I have not reviewed.  I remember they did a renovation several years ago.  The service used to be better, but I know times are tough and it's hard to keep good staff.  We sat at the bar in the front room that used to be the patio.  My boyfriend went to the restroom towards the back and noticed the original bar was still there, but did not have taps.  We did have weird service and had to flag someone to take our food order.  The food was good, as always, and the draft was fine."
"139","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=130&sort_by=date_asc","Michael R.","Victorian Village, Columbus, OH",5,2022-04-09,"Came in for lunch on a Saturday. We got seated and served immediately. They were quick with the chips and salsa but a little slow at taking our order. They looked a little short staffed so that was totally understandable. After we ordered the food came out very quickly and was delicious so overall this was a great experience. Aye my food too quickly for a picture :/."
"140","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=130&sort_by=date_asc","Liz D.","Columbus, OH",1,2022-05-25,"Ordered fromm Uber Eats and boy was it bad. Ordered a beef chimichanga and what I got was a soggy chicken chimichanga that tasted like it had canned chicken in it. I really wouldn't call cilantro stems a garnish. To say the refried beans were salty is an understatement. To call this Mexican food is somewhat of a travesty."
"141","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-15?start=0&sort_by=date_asc","Julia S.","Talence, France",5,2007-03-21,"I LOVE this place. My senior year of college I probably went here twice a month, if not more with my best friend and now fiance. The margaritas are awesome, and really, everything on the menu is delicious. The service was sometimes a litle iffy, but god .... it was worth it!!!!"
"142","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-15?start=0&sort_by=date_asc","Heather S.","Pittsburgh, PA",4,2007-04-24,"Huge margaritas, super-quick service. I always feel like my order is still hanging in the air, in a little cartoon-bubble when my food arrives. Love the new patio, hate the small and weirdly-shaped parking lot."
"143","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-15?start=0&sort_by=date_asc","Joseph P.","Hilliard, OH",3,2007-07-10,"My wife loves the marghiritas (sp.).  Food was okay!"
"144","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-15?start=0&sort_by=date_asc","Amy T.","Los Angeles, CA",4,2007-07-10,"I live in los angeles where mexican food is everywhere you look...and el vaquero is still my favorite."
"145","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-15?start=0&sort_by=date_asc","Emily H.","Columbus, OH",3,2007-07-27,"I have really enjoyed El Vaquero in the past, but their menu has undergone an overhaul and the combos I used to love are no longer.  However, you can order a la carte and create your own combo.  The arroz con vegetales and the chilaquiles vegetarianos are both top-notch, as are the enchiladas.  The chiles rellenos are iffy - sometimes they are stuffed with cheese, which is great; other times, mashed potatoes, which is odd to me.  And not even good mashed potatoes - lumpy ones that were obviously cheap, boxed flakes that were made with water.Overall, I think that El Vaquero is good, but I prefer Cazuela's on High Street - even though Cazuela's menu doesn't have the same breadth as El Vaquero's, El Vaquero's iffy service and prices can't compete with Cazuela's."
"146","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-15?start=0&sort_by=date_asc","Christopher S.","Seattle, WA",5,2007-12-17,"Every time I come back home to visit, El Vaq is my first stop.  Delicious, giant margaritas (designate a driver!) awesome food and generally good service.  This is what mexican food should be in the US... cheap, nice portions and flavorful.  Definitely give it a shot."
"147","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-15?start=0&sort_by=date_asc","Kenley M.","Columbus, OH",3,2007-12-26,"Everyone needs a favorite local Mexican restaurant, and if you live in Columbus, El Vaquero may as well be it.  The food and margaritas here are simple preparations served quickly and at the appropriate temperature.  Nothing fancy or unusual going on, and really no need for it.  What makes El Vaquero stand out is its staff's ability to handle large groups with the ease and precision that they would a table of two.  Reserve a table for six; make it nine at the door; spot a couple you know hanging out by the bar and ask your server to pull over another table.  Everyone gets what they ordered in a reasonable amount of time.  Everyone is happy."
"148","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-15?start=0&sort_by=date_asc","Kevin M.","Washington, DC",3,2008-02-10,"El Vaquero, along with its many sister restaurants with slightly different names scattered across Columbus, is sort of an institution.  If you ask a Columbusite where to get some good Mexican food, odds are they'll say El Vaquero.  What's more, people who've lived in Texas will say the same thing.That being said, I've mostly been either bored or disappointed with my food at El Vaquero.  I think it's a vegetarian thing - in that while they have a great many vegetarian options, none of them are very interesting or very good.  It seems to be a common mistake at Mexican places to assume that vegetarians don't want their food to have any flavor whatsoever.  The spinach burrito (which supposedly also contained beans and possibly cheese) was pretty much frozen spinach that had been warmed up and wrapped in a tortilla.Still: large portions, reasonable prices, and the meat-eaters tend to love it.  So 3 stars for me for being somewhere I'm willing to go with friends, but for never being my first (or second, or third) choice of restaurant as far as food for myself goes."
